c1_NODE_HASH, c1_NODE_TEXT, c2_NODE_HASH, c2_NODE_TEXT, c3_NODE_HASH, c3_NODE_TEXT, r1_EDGE_DEDUPLICATION_HASH, r2_EDGE_DEDUPLICATION_HASH, r3_EDGE_DEDUPLICATION_HASH,
1818541276," ""LPS""",2012021972," ""cytokine""",2759444277," ""apoptosis""",1586491129,2393791869,3834247074,
1818541276," ""LPS""",2012021972," ""cytokine""",2759444277," ""apoptosis""",1953158162,2393791869,3834247074,
164686782," ""cocaine""",2875091577," ""DNA methylation""",2759444277," ""apoptosis""",3551669570,26226359,4282428314,
3643345167," ""Cd""",2875091577," ""DNA methylation""",2759444277," ""apoptosis""",2722312233,26226359,575872809,
1072065503," ""PCI-24781""",3767555027," ""HDAC""",2759444277," ""apoptosis""",3107994418,2321713772,4027695777,
1072065503," ""PCI-24781""",3767555027," ""HDAC""",2759444277," ""apoptosis""",3107994418,2321713772,2015310802,
2932121370," ""action""",3767555027," ""HDAC""",2759444277," ""apoptosis""",630505424,2321713772,1734620347,
3719836155," ""HDACi""",3767555027," ""HDAC""",2759444277," ""apoptosis""",645420041,2321713772,3254709973,
346819859," ""therapy""",3767555027," ""HDAC""",2759444277," ""apoptosis""",2622585443,2321713772,3141756389,
2842292898," ""compounds""",3767555027," ""HDAC""",2759444277," ""apoptosis""",3544796501,2321713772,3445793411,
346819859," ""therapy""",3767555027," ""HDAC""",2759444277," ""apoptosis""",2622585443,2321713772,2580256929,
3425707852," ""SB""",3767555027," ""HDAC""",2759444277," ""apoptosis""",1672769904,2321713772,2382950264,
290744317," ""TGF-beta""",3028660516," ""molecules""",2759444277," ""apoptosis""",1132319264,2374287029,4063142526,
3506194678," ""neurons""",3028660516," ""molecules""",2759444277," ""apoptosis""",2483480126,2374287029,2115403064,
3521468346," ""ROS""",3028660516," ""molecules""",2759444277," ""apoptosis""",4119826669,2374287029,3786898446,
2285900572," ""aptamers""",3028660516," ""molecules""",2759444277," ""apoptosis""",1418109396,2374287029,3569169859,
1432311024," ""angiogenesis""",3028660516," ""molecules""",2759444277," ""apoptosis""",1517297893,2374287029,2754656105,
1431174026," ""microglia""",3028660516," ""molecules""",2759444277," ""apoptosis""",2540265414,2374287029,368976021,
1469371840," ""platelet""",3028660516," ""molecules""",2759444277," ""apoptosis""",2683222176,2374287029,2991252838,
4177978146," ""tumor cells""",3028660516," ""molecules""",2759444277," ""apoptosis""",3564045852,2374287029,1005739948,
1491219596," ""miRNA""",3028660516," ""molecules""",2759444277," ""apoptosis""",3494748525,2374287029,2629497075,
400486952," ""Notch""",3028660516," ""molecules""",2759444277," ""apoptosis""",1096627865,2374287029,224357234,
400486952," ""Notch""",3028660516," ""molecules""",2759444277," ""apoptosis""",1096627865,2374287029,161997014,
4086928548," ""mutations""",3028660516," ""molecules""",2759444277," ""apoptosis""",2648456655,2374287029,1196138595,
2398089587," ""domain""",3028660516," ""molecules""",2759444277," ""apoptosis""",973582157,2374287029,771435687,
1491219596," ""miRNA""",3028660516," ""molecules""",2759444277," ""apoptosis""",3494748525,2374287029,151876038,
650771524," ""transcription""",3028660516," ""molecules""",2759444277," ""apoptosis""",3242918011,2374287029,1746293478,
1937664261," ""SCI""",721758902," ""Bax""",2759444277," ""apoptosis""",3581668304,226591653,3850054024,
2165413056," ""AMPK""",1438547667," ""cell cycle arrest""",2759444277," ""apoptosis""",2720172057,2245947447,1332818727,
3559342736," ""DNA""",1438547667," ""cell cycle arrest""",2759444277," ""apoptosis""",897855744,2245947447,3684714820,
650771524," ""transcription""",1438547667," ""cell cycle arrest""",2759444277," ""apoptosis""",530148597,2245947447,1746293478,
667535708," ""Abeta""",1023236303," ""Akt""",2759444277," ""apoptosis""",1972955733,1537094275,3887954164,
826715136," ""rapamycin""",1023236303," ""Akt""",2759444277," ""apoptosis""",4011824102,1537094275,2454541137,
826715136," ""rapamycin""",1023236303," ""Akt""",2759444277," ""apoptosis""",1627526457,1537094275,2454541137,
2929910696," ""_FIGURE""",1023236303," ""Akt""",2759444277," ""apoptosis""",112632270,1537094275,1092311526,
4086928548," ""mutations""",1023236303," ""Akt""",2759444277," ""apoptosis""",3037602594,1537094275,1196138595,
3088464829," ""EGFR""",1023236303," ""Akt""",2759444277," ""apoptosis""",1140484007,1537094275,824113054,
3088464829," ""EGFR""",1023236303," ""Akt""",2759444277," ""apoptosis""",3846457052,1537094275,824113054,
2842292898," ""compounds""",1023236303," ""Akt""",2759444277," ""apoptosis""",429973943,1537094275,3445793411,
3506194678," ""neurons""",682314380," ""Bcl-x L""",2759444277," ""apoptosis""",3347356164,1590558617,2115403064,
1818541276," ""LPS""",4096767659," ""Bcl-2""",2759444277," ""apoptosis""",1390087018,3585703889,3834247074,
4086928548," ""mutations""",2038584698," ""virulence""",2759444277," ""apoptosis""",585524316,2160127256,1196138595,
2722833611," ""cancer""",2491519074," ""virus""",2759444277," ""apoptosis""",3155249867,2503048377,1040572716,
2842292898," ""compounds""",2491519074," ""virus""",2759444277," ""apoptosis""",2467588353,2503048377,3445793411,
1852024046," ""antibodies""",2491519074," ""virus""",2759444277," ""apoptosis""",2819017913,2503048377,3963490676,
1852024046," ""antibodies""",2491519074," ""virus""",2759444277," ""apoptosis""",3613922082,2503048377,3963490676,
6265862," ""genistein""",2307464057," ""estrogen""",550739367," ""bone""",787686894,10477996,118410116,
163423952," ""AIs""",2307464057," ""estrogen""",550739367," ""bone""",3480137630,10477996,472816733,
761929756," ""insulin""",143647683," ""HFD""",550739367," ""bone""",3066224471,1429929074,3899507897,
314046995," ""diabetes""",2722833611," ""cancer""",550739367," ""bone""",924943197,1943997677,984994748,
3435208169," ""Wnt/beta-catenin""",2722833611," ""cancer""",550739367," ""bone""",3967556774,1943997677,3927574514,
1200488562," ""IGF-I""",3763456935," ""GH""",550739367," ""bone""",1974355260,2469487190,2701484543,
3255635864," ""receptor""",406830169," ""inflammation""",550739367," ""bone""",2827114853,2618335075,2335246717,
3255635864," ""receptor""",406830169," ""inflammation""",550739367," ""bone""",3972362554,2618335075,2335246717,
314046995," ""diabetes""",406830169," ""inflammation""",550739367," ""bone""",1753503814,2618335075,984994748,
2750342952," ""bacteria""",406830169," ""inflammation""",550739367," ""bone""",226028061,2618335075,1032883228,
761929756," ""insulin""",406830169," ""inflammation""",550739367," ""bone""",3509346754,2618335075,3899507897,
761929756," ""insulin""",406830169," ""inflammation""",550739367," ""bone""",3312549776,2618335075,3899507897,
761929756," ""insulin""",2067271236," ""leptin""",550739367," ""bone""",4165793478,2246885823,3899507897,
2750342952," ""bacteria""",132546434," ""acid""",550739367," ""bone""",2773326808,2042801732,1032883228,
314046995," ""diabetes""",1064610111," ""medications""",550739367," ""bone""",1508182075,3934011051,984994748,
3255635864," ""receptor""",2012021972," ""cytokine""",550739367," ""bone""",121282186,2834860921,2335246717,
4023015777," ""GCs""",2012021972," ""cytokine""",550739367," ""bone""",408331695,2834860921,3320366888,
2540023542," ""MSCs""",2012021972," ""cytokine""",550739367," ""bone""",4208934979,2834860921,1985919973,
2540023542," ""MSCs""",2012021972," ""cytokine""",550739367," ""bone""",1464075684,2834860921,1985919973,
3255635864," ""receptor""",3899625183," ""Wnt""",550739367," ""bone""",3735348291,455429606,2335246717,
761929756," ""insulin""",3899625183," ""Wnt""",550739367," ""bone""",1481304310,455429606,3899507897,
3255635864," ""receptor""",3028660516," ""molecules""",550739367," ""bone""",3499894233,3387225254,2335246717,
2750342952," ""bacteria""",3028660516," ""molecules""",550739367," ""bone""",3781866544,3387225254,1032883228,
3905402109," ""BMP""",3028660516," ""molecules""",550739367," ""bone""",3749246919,3387225254,3459105016,
761929756," ""insulin""",3028660516," ""molecules""",550739367," ""bone""",2202726228,3387225254,3899507897,
761929756," ""insulin""",2067271236," ""leptin""",550739367," ""bone""",4165793478,1653564978,3899507897,
3504509656," ""calcium""",1331668365," ""bone resorption""",550739367," ""bone""",1255725310,499435686,2463186496,
3255635864," ""receptor""",3666207389," ""drugs""",550739367," ""bone""",45898161,343501912,2335246717,
761929756," ""insulin""",3666207389," ""drugs""",550739367," ""bone""",1139311420,343501912,3899507897,
761929756," ""insulin""",1694135662," ""tissues""",550739367," ""bone""",2884600010,2472639967,3899507897,
761929756," ""insulin""",1694135662," ""tissues""",550739367," ""bone""",3502984579,2472639967,3899507897,
838990095," ""Ca""",560336430," ""osteoporosis""",550739367," ""bone""",3540613358,3917563774,1723438826,
4023015777," ""GCs""",560336430," ""osteoporosis""",550739367," ""bone""",1074125097,3917563774,3320366888,
2540023542," ""MSCs""",2013292093," ""chemotherapy""",550739367," ""bone""",1247104969,30778196,1985919973,
761929756," ""insulin""",3138615543," ""fractures""",550739367," ""bone""",2237889671,9323104,3899507897,
3255635864," ""receptor""",1339809896," ""osteoclasts""",550739367," ""bone""",2864918781,2149230984,2335246717,
3264328281," ""exercise""",1032542610," ""food intake""",1843302250," ""blood sugar""",1030252482,1583951621,2658583909,
761929756," ""insulin""",1334763769," ""IGF-1""",4095355382," ""muscle glucose uptake""",10498119,2868758293,3455308808,
727794474," ""p53""",820689520," ""DNA damage""",4080367896," ""growth arrest""",3022671242,2734622791,2083717583,
4236757673," ""stress""",431120068," ""tumor""",4080367896," ""growth arrest""",698441768,218398744,257671191,
1044465569," ""TGF-beta1""",431120068," ""tumor""",4080367896," ""growth arrest""",1594773586,218398744,1312225868,
290744317," ""TGF-beta""",431120068," ""tumor""",4080367896," ""growth arrest""",3113269460,218398744,2574036214,
290744317," ""TGF-beta""",431120068," ""tumor""",4080367896," ""growth arrest""",2232801545,218398744,2574036214,
727794474," ""p53""",431120068," ""tumor""",4080367896," ""growth arrest""",3171457007,218398744,2083717583,
727794474," ""p53""",431120068," ""tumor""",4080367896," ""growth arrest""",2144021665,218398744,2083717583,
2759444277," ""apoptosis""",431120068," ""tumor""",4080367896," ""growth arrest""",1781753568,218398744,1548460917,
3297091807," ""oxidative stress""",761929756," ""insulin""",1183057468," ""a vicious cycle""",98862516,1795453876,4187882972,
3297091807," ""oxidative stress""",761929756," ""insulin""",1183057468," ""a vicious cycle""",81789138,1795453876,4187882972,
2315257365," ""difficulties""",2117309903," ""task""",1257812," ""language""",1436990327,574650095,3005839630,
2528931569," ""caspase-8""",2759444277," ""apoptosis""",2472854598," ""the caspase cascade""",1860366883,187502025,323109075,
2394586020," ""Fas ligand""",2759444277," ""apoptosis""",2472854598," ""the caspase cascade""",598400580,187502025,3909054843,
2857388767," ""cytochrome c""",2759444277," ""apoptosis""",2472854598," ""the caspase cascade""",2503696915,187502025,2103343499,
2857388767," ""cytochrome c""",2759444277," ""apoptosis""",2472854598," ""the caspase cascade""",2503696915,187502025,1126140546,
3599402535," ""noise""",1679769912," ""hearing""",2414563033," ""infants""",2897604299,1537995749,3658833566,
3599402535," ""noise""",1679769912," ""hearing""",2414563033," ""infants""",2733310295,1537995749,3658833566,
3666207389," ""drugs""",2049721134," ""interaction""",3141864463," ""oxygen""",288510043,1721646425,177840414,
730608345," ""hypoxia""",3340937008," ""macrophages""",3141864463," ""oxygen""",1754688772,1989324601,1594621862,
3437540378," ""ADP""",2667241362," ""ATP""",3141864463," ""oxygen""",2318328228,2702996217,4119343108,
3437540378," ""ADP""",2667241362," ""ATP""",3141864463," ""oxygen""",3181750405,2702996217,4119343108,
1431174026," ""microglia""",2667241362," ""ATP""",3141864463," ""oxygen""",1370599223,2702996217,1289622476,
3666207389," ""drugs""",2667241362," ""ATP""",3141864463," ""oxygen""",2782353477,2702996217,177840414,
730608345," ""hypoxia""",2667241362," ""ATP""",3141864463," ""oxygen""",4133601689,2702996217,1594621862,
730608345," ""hypoxia""",2667241362," ""ATP""",3141864463," ""oxygen""",3654999087,2702996217,1594621862,
4084307577," ""delivery""",3666207389," ""drugs""",894312745," ""pregnancy""",702560793,3481470329,47012481,
3725585452," ""glucose""",3666207389," ""drugs""",894312745," ""pregnancy""",2846127268,3481470329,4073898534,
3725585452," ""glucose""",761929756," ""insulin""",894312745," ""pregnancy""",2576973674,556938265,4073898534,
3725585452," ""glucose""",761929756," ""insulin""",894312745," ""pregnancy""",1890782374,556938265,4073898534,
1064610111," ""medications""",761929756," ""insulin""",894312745," ""pregnancy""",2068491193,556938265,1704486435,
2672087149," ""diet""",682318805," ""obesity""",2443908682," ""leptin and insulin""",4227337044,3757242365,1538036226,
2672087149," ""diet""",682318805," ""obesity""",2443908682," ""leptin and insulin""",1160168306,3757242365,1538036226,
2452526997," ""monocytes""",1818541276," ""LPS""",3947513765," ""IL-1beta and IL-6""",1869011503,677863046,191324499,
3340937008," ""macrophages""",1818541276," ""LPS""",3947513765," ""IL-1beta and IL-6""",1680812467,677863046,2390559980,
3340937008," ""macrophages""",1818541276," ""LPS""",3947513765," ""IL-1beta and IL-6""",169406661,677863046,2390559980,
3005803055," ""infection""",376387241," ""malaria""",1763214057," ""severe anemia""",2849560979,3831856548,4033809815,
3621013208," ""RSV""",2801363308," ""IFN""",502598560," ""airway epithelial cells""",2697552391,1196742255,3856269839,
1917698340," ""Th2""",240022977," ""allergen""",30974096," ""allergic diseases""",2378961148,4059622693,871696560,
1917698340," ""Th2""",2012021972," ""cytokine""",30974096," ""allergic diseases""",666751724,3076375892,871696560,
2315257365," ""difficulties""",3225764552," ""sleep""",1411476186," ""accuracy""",1664500228,2783150257,2131786077,
376387241," ""malaria""",3005803055," ""infection""",2804094205," ""transmission""",743666337,1087695905,1438876699,
259407359," ""tools""",3005803055," ""infection""",2804094205," ""transmission""",503273287,1087695905,4060615350,
3829589007," ""events""",2932121370," ""action""",2804094205," ""transmission""",442678417,4147330470,3008116991,
376387241," ""malaria""",3005803055," ""infection""",2804094205," ""transmission""",743666337,1101654185,1438876699,
259407359," ""tools""",3005803055," ""infection""",2804094205," ""transmission""",503273287,1101654185,4060615350,
3666207389," ""drugs""",662603370," ""cAMP""",2479811661," ""kinase""",2187146930,3383506639,516530497,
3666207389," ""drugs""",662603370," ""cAMP""",2479811661," ""kinase""",3495092881,3383506639,516530497,
1468095387," ""ERK""",1046197690," ""mTOR""",2479811661," ""kinase""",4099398166,2023240825,475913934,
1468095387," ""ERK""",1046197690," ""mTOR""",2479811661," ""kinase""",1247327273,2023240825,475913934,
2606535672," ""Rheb""",1046197690," ""mTOR""",2479811661," ""kinase""",1452028549,2023240825,1425773694,
3756075650," ""transduction""",1046197690," ""mTOR""",2479811661," ""kinase""",4069206099,2023240825,1709338931,
3666207389," ""drugs""",1046197690," ""mTOR""",2479811661," ""kinase""",352124524,2023240825,516530497,
3666207389," ""drugs""",3317824170," ""experiments""",2479811661," ""kinase""",2345699831,2340958714,516530497,
3297091807," ""oxidative stress""",4086928548," ""mutations""",2479811661," ""kinase""",3595654689,2696864023,846890166,
3666207389," ""drugs""",4086928548," ""mutations""",2479811661," ""kinase""",948716879,2696864023,516530497,
3756075650," ""transduction""",4105048656," ""MAPK""",2479811661," ""kinase""",2078106278,133666796,1709338931,
901447412," ""profile""",2842292898," ""compounds""",2479811661," ""kinase""",1428856175,4172132015,68398507,
1153247205," ""library""",2842292898," ""compounds""",2479811661," ""kinase""",562616108,4172132015,2406090726,
3297091807," ""oxidative stress""",820689520," ""DNA damage""",2479811661," ""kinase""",519531091,778261193,846890166,
3297091807," ""oxidative stress""",820689520," ""DNA damage""",2479811661," ""kinase""",504149869,778261193,846890166,
3666207389," ""drugs""",820689520," ""DNA damage""",2479811661," ""kinase""",2691765637,778261193,516530497,
3297091807," ""oxidative stress""",3666207389," ""drugs""",2479811661," ""kinase""",3375070484,3846423409,846890166,
901447412," ""profile""",3666207389," ""drugs""",2479811661," ""kinase""",398793695,3846423409,68398507,
901447412," ""profile""",3666207389," ""drugs""",2479811661," ""kinase""",654556629,3846423409,68398507,
3756075650," ""transduction""",1818541276," ""LPS""",2479811661," ""kinase""",1475955914,94905013,1709338931,
1813226102," ""dephosphorylation""",2049721134," ""interaction""",2479811661," ""kinase""",1276895071,2928653429,1368034892,
3699479248," ""phosphorylation""",2049721134," ""interaction""",2479811661," ""kinase""",1506123681,2928653429,1740266444,
3666207389," ""drugs""",2049721134," ""interaction""",2479811661," ""kinase""",288510043,2928653429,516530497,
901447412," ""profile""",2842292898," ""compounds""",2479811661," ""kinase""",1428856175,2575812990,68398507,
1153247205," ""library""",2842292898," ""compounds""",2479811661," ""kinase""",562616108,2575812990,2406090726,
3297091807," ""oxidative stress""",3521468346," ""ROS""",2479811661," ""kinase""",1599122049,1285066163,846890166,
3666207389," ""drugs""",3521468346," ""ROS""",2479811661," ""kinase""",3322627286,1285066163,516530497,
3756075650," ""transduction""",1336794395," ""small molecule""",2479811661," ""kinase""",886168720,3462813016,1709338931,
3756075650," ""transduction""",290744317," ""TGF-beta""",2479811661," ""kinase""",2006498986,2271700070,1709338931,
3297091807," ""oxidative stress""",3504509656," ""calcium""",2479811661," ""kinase""",3515650655,347445905,846890166,
3756075650," ""transduction""",3504509656," ""calcium""",2479811661," ""kinase""",3997143657,347445905,1709338931,
3666207389," ""drugs""",3504509656," ""calcium""",2479811661," ""kinase""",3922987541,347445905,516530497,
2608656574," ""AMP""",863695284," ""cascade""",2479811661," ""kinase""",1947347568,4142299406,318555556,
1468095387," ""ERK""",863695284," ""cascade""",2479811661," ""kinase""",1931296865,4142299406,475913934,
3699479248," ""phosphorylation""",863695284," ""cascade""",2479811661," ""kinase""",231808278,4142299406,1740266444,
3666207389," ""drugs""",863695284," ""cascade""",2479811661," ""kinase""",3409492147,4142299406,516530497,
971839997," ""mitogen""",863695284," ""cascade""",2479811661," ""kinase""",596561273,4142299406,2378517310,
3297091807," ""oxidative stress""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",2061268339,311820254,846890166,
1468095387," ""ERK""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",3783574545,311820254,475913934,
3699479248," ""phosphorylation""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",3993720085,311820254,1740266444,
3699479248," ""phosphorylation""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",1670033014,311820254,1740266444,
3756075650," ""transduction""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",757958569,311820254,1709338931,
3666207389," ""drugs""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",3430195097,311820254,516530497,
971839997," ""mitogen""",2218366465," ""NF-kappaB""",2479811661," ""kinase""",3949452857,311820254,2378517310,
3297091807," ""oxidative stress""",4086928548," ""mutations""",2479811661," ""kinase""",3595654689,226293098,846890166,
3666207389," ""drugs""",4086928548," ""mutations""",2479811661," ""kinase""",948716879,226293098,516530497,
3432530439," ""cognition""",3666207389," ""drugs""",576353093," ""deficits""",2185037150,2339550995,2081040741,
3432530439," ""cognition""",3666207389," ""drugs""",576353093," ""deficits""",2815958627,2339550995,2081040741,
3432530439," ""cognition""",3666207389," ""drugs""",576353093," ""deficits""",2185037150,730941849,2081040741,
3432530439," ""cognition""",3666207389," ""drugs""",576353093," ""deficits""",2815958627,730941849,2081040741,
1064610111," ""medications""",4236757673," ""stress""",576353093," ""deficits""",209722728,650364091,3015500798,
2290862010," ""injury""",4236757673," ""stress""",576353093," ""deficits""",3947477817,650364091,1775590815,
1064610111," ""medications""",2814791383," ""BDNF""",576353093," ""deficits""",1986136772,1137191485,3015500798,
4236757673," ""stress""",2814791383," ""BDNF""",576353093," ""deficits""",3733439209,1137191485,2581611058,
4236757673," ""stress""",2814791383," ""BDNF""",576353093," ""deficits""",4278213812,1137191485,2581611058,
1334763769," ""IGF-1""",2814791383," ""BDNF""",576353093," ""deficits""",975160392,1137191485,3263998349,
4236757673," ""stress""",1042929250," ""alcohol""",576353093," ""deficits""",979613210,3750053572,2581611058,
922389224," ""radiation""",431120068," ""tumor""",1464539352," ""apoptosis and senescence""",4231203965,2438240813,3827540885,
922389224," ""radiation""",431120068," ""tumor""",1464539352," ""apoptosis and senescence""",2962454637,2438240813,3827540885,
3521468346," ""ROS""",3340937008," ""macrophages""",902412751," ""adipose tissue""",3592193386,3542892375,3824865151,
246470201," ""adiponectin""",1509391698," ""adipocytes""",902412751," ""adipose tissue""",3941986245,1343940163,674763936,
2067271236," ""leptin""",1509391698," ""adipocytes""",902412751," ""adipose tissue""",2977715656,1343940163,2425901540,
2067271236," ""leptin""",1509391698," ""adipocytes""",902412751," ""adipose tissue""",2977715656,1343940163,1431751015,
3521468346," ""ROS""",1509391698," ""adipocytes""",902412751," ""adipose tissue""",1764022361,1343940163,3824865151,
682318805," ""obesity""",2654401177," ""fatty acid""",902412751," ""adipose tissue""",2942026401,2275820782,1115434848,
246470201," ""adiponectin""",3222774272," ""IL-6""",902412751," ""adipose tissue""",4098823797,37183205,674763936,
682318805," ""obesity""",3222774272," ""IL-6""",902412751," ""adipose tissue""",1585572256,37183205,1115434848,
2067271236," ""leptin""",3222774272," ""IL-6""",902412751," ""adipose tissue""",674329489,37183205,2425901540,
2067271236," ""leptin""",3222774272," ""IL-6""",902412751," ""adipose tissue""",674329489,37183205,1431751015,
246470201," ""adiponectin""",761929756," ""insulin""",902412751," ""adipose tissue""",4294583905,61818986,674763936,
246470201," ""adiponectin""",761929756," ""insulin""",902412751," ""adipose tissue""",3535208415,61818986,674763936,
682318805," ""obesity""",761929756," ""insulin""",902412751," ""adipose tissue""",2069978383,61818986,1115434848,
682318805," ""obesity""",761929756," ""insulin""",902412751," ""adipose tissue""",761902016,61818986,1115434848,
3593732584," ""pro-inflammatory cytokines""",761929756," ""insulin""",902412751," ""adipose tissue""",1557105606,61818986,2130577224,
3593732584," ""pro-inflammatory cytokines""",761929756," ""insulin""",902412751," ""adipose tissue""",1727632773,61818986,2130577224,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",2125186506,61818986,2425901540,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",607840542,61818986,2425901540,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",2125186506,61818986,1431751015,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",607840542,61818986,1431751015,
2672087149," ""diet""",761929756," ""insulin""",902412751," ""adipose tissue""",782841061,61818986,510067557,
2672087149," ""diet""",761929756," ""insulin""",902412751," ""adipose tissue""",2482802295,61818986,510067557,
3521468346," ""ROS""",761929756," ""insulin""",902412751," ""adipose tissue""",2231735240,61818986,3824865151,
246470201," ""adiponectin""",761929756," ""insulin""",902412751," ""adipose tissue""",4294583905,2867694540,674763936,
246470201," ""adiponectin""",761929756," ""insulin""",902412751," ""adipose tissue""",3535208415,2867694540,674763936,
682318805," ""obesity""",761929756," ""insulin""",902412751," ""adipose tissue""",2069978383,2867694540,1115434848,
682318805," ""obesity""",761929756," ""insulin""",902412751," ""adipose tissue""",761902016,2867694540,1115434848,
3593732584," ""pro-inflammatory cytokines""",761929756," ""insulin""",902412751," ""adipose tissue""",1557105606,2867694540,2130577224,
3593732584," ""pro-inflammatory cytokines""",761929756," ""insulin""",902412751," ""adipose tissue""",1727632773,2867694540,2130577224,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",2125186506,2867694540,2425901540,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",607840542,2867694540,2425901540,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",2125186506,2867694540,1431751015,
2067271236," ""leptin""",761929756," ""insulin""",902412751," ""adipose tissue""",607840542,2867694540,1431751015,
2672087149," ""diet""",761929756," ""insulin""",902412751," ""adipose tissue""",782841061,2867694540,510067557,
2672087149," ""diet""",761929756," ""insulin""",902412751," ""adipose tissue""",2482802295,2867694540,510067557,
3521468346," ""ROS""",761929756," ""insulin""",902412751," ""adipose tissue""",2231735240,2867694540,3824865151,
246470201," ""adiponectin""",2660304014," ""TNF-alpha""",902412751," ""adipose tissue""",3191352387,35637816,674763936,
682318805," ""obesity""",2660304014," ""TNF-alpha""",902412751," ""adipose tissue""",3916966278,35637816,1115434848,
1392002929," ""DA""",3666207389," ""drugs""",3693008052," ""and reuptake""",1509561061,2960288227,4160180111,
2414563033," ""infants""",1830914038," ""objects""",2454147097," ""movement""",984565148,3034435792,791412560,
2414563033," ""infants""",2932121370," ""action""",2454147097," ""movement""",770980313,717332594,791412560,
2026452643," ""persons""",2932121370," ""action""",2454147097," ""movement""",3816015809,717332594,3873844154,
346819859," ""therapy""",3357481558," ""skeletal muscle""",2454147097," ""movement""",591600019,3558230965,2612623099,
2713915379," ""the root""",796909945," ""problems""",682318805," ""obesity""",464689034,2532652893,3931790191,
3666207389," ""drugs""",796909945," ""problems""",682318805," ""obesity""",1039919851,2532652893,4169277800,
706873488," ""behaviours""",796909945," ""problems""",682318805," ""obesity""",3198303601,2532652893,551704508,
1628311485," ""services""",796909945," ""problems""",682318805," ""obesity""",1851848458,2532652893,486370236,
2829741836," ""opportunities""",796909945," ""problems""",682318805," ""obesity""",1865058942,2532652893,3450051482,
1259166813," ""curriculum""",4274087796," ""school-based interventions""",682318805," ""obesity""",1087432637,143078234,119425005,
3666207389," ""drugs""",3344326909," ""a holding""",682318805," ""obesity""",953174163,1298840994,4169277800,
594078411," ""appetite""",68112845," ""weight gain""",682318805," ""obesity""",2737564183,3470881153,3758463279,
1032542610," ""food intake""",68112845," ""weight gain""",682318805," ""obesity""",3800569491,3470881153,2358579000,
3666207389," ""drugs""",68112845," ""weight gain""",682318805," ""obesity""",1262776602,3470881153,4169277800,
3744357340," ""supplementation""",68112845," ""weight gain""",682318805," ""obesity""",46918526,3470881153,476621937,
2663068228," ""SSBs""",68112845," ""weight gain""",682318805," ""obesity""",2700742005,3470881153,1916483499,
345399843," ""energy expenditure""",68112845," ""weight gain""",682318805," ""obesity""",391369731,3470881153,523120255,
3470950949," ""atypical antipsychotics""",68112845," ""weight gain""",682318805," ""obesity""",2254449727,3470881153,2952899823,
2722833611," ""cancer""",314046995," ""diabetes""",682318805," ""obesity""",4030184097,614895379,2592319389,
4086928548," ""mutations""",314046995," ""diabetes""",682318805," ""obesity""",11288689,614895379,243264334,
3666207389," ""drugs""",314046995," ""diabetes""",682318805," ""obesity""",2802358135,614895379,4169277800,
406830169," ""inflammation""",3297091807," ""oxidative stress""",682318805," ""obesity""",2767906249,786923104,1443211476,
3143463755," ""an imbalance""",3297091807," ""oxidative stress""",682318805," ""obesity""",816444526,786923104,3264090872,
2049721134," ""interaction""",3297091807," ""oxidative stress""",682318805," ""obesity""",572418324,786923104,719744128,
3666207389," ""drugs""",3297091807," ""oxidative stress""",682318805," ""obesity""",3624373583,786923104,4169277800,
3666207389," ""drugs""",3297091807," ""oxidative stress""",682318805," ""obesity""",3750280316,786923104,4169277800,
2637380529," ""FFA""",3297091807," ""oxidative stress""",682318805," ""obesity""",3122594075,786923104,2678951886,
406830169," ""inflammation""",3297091807," ""oxidative stress""",682318805," ""obesity""",2767906249,786923104,4090725306,
3744357340," ""supplementation""",3297091807," ""oxidative stress""",682318805," ""obesity""",2374670892,786923104,476621937,
3826277147," ""smoking""",3297091807," ""oxidative stress""",682318805," ""obesity""",2737382916,786923104,3764538469,
2637380529," ""FFA""",3340937008," ""macrophages""",682318805," ""obesity""",77186711,2810258303,2678951886,
131958590," ""inflammatory responses""",3340937008," ""macrophages""",682318805," ""obesity""",3605583197,2810258303,3871775838,
1403136294," ""hormone""",147137673," ""animals""",682318805," ""obesity""",3650514098,2445083523,4242857657,
1032542610," ""food intake""",147137673," ""animals""",682318805," ""obesity""",99576303,2445083523,2358579000,
3666207389," ""drugs""",147137673," ""animals""",682318805," ""obesity""",645861534,2445083523,4169277800,
594078411," ""appetite""",68112845," ""weight gain""",682318805," ""obesity""",2737564183,2004026301,3758463279,
1032542610," ""food intake""",68112845," ""weight gain""",682318805," ""obesity""",3800569491,2004026301,2358579000,
